 時間帯,リンクID,種別,最大セクション,自由速度,平均速度,率
  600, 310020091,    1,   31,   12,    12.0,   1.000
  600, 921710091,    1,   38,    7,     7.0,   1.000
  600, 911710071,    1,   49,    7,     7.0,   1.000
  600, 610140251,    1,  102,   12,    12.0,   0.996
  600, 910620011,    1,  160,    7,     6.9,   0.992
  600, 911250031,    1,   32,    7,     7.0,   1.000
  600, 911130011,    1,   45,    9,     9.0,   1.000
  600, 911760031,    1,   74,    7,     7.0,   1.000
  600, 910210291,    1,   26,   12,    11.7,   0.972
  600, 910230111,    1,   90,    7,     7.0,   0.999
  600, 610020031,    1,   49,   15,    15.0,   1.000
  600, 911590011,    1,   48,    7,     7.0,   1.000
  600, 910920011,    1,   26,    7,     7.0,   1.000
  600, 910240071,    1,   58,    9,     9.0,   1.000
  600, 921810011,    1,   87,    7,     7.0,   1.000
  600, 310010031,    1,   24,   12,    11.8,   0.981
  600, 910890051,    1,   13,    9,     9.0,   1.000
  600, 911020251,    1,  173,    7,     7.0,   0.998
  600, 910230031,    1,   37,    7,     7.0,   1.000
  600, 910620051,    1,  125,    7,     6.9,   0.991
  600, 910130051,    1,   56,    7,     7.0,   1.000
  600, 911020331,    1,   60,    9,     9.0,   0.996
  600, 911170011,    1,   41,    7,     7.0,   1.000
  600, 910190011,    1,   13,    7,     6.9,   0.990
  600, 910960051,    1,   22,    9,     9.0,   1.000
  600, 921450031,    1,   42,    7,     7.0,   1.000
  600, 911760011,    1,   42,    7,     7.0,   1.000
  600, 910670011,    1,   32,    7,     7.0,   0.995
  600, 910250011,    1,   95,    7,     7.0,   0.998
  600, 910120051,    1,   20,    7,     7.0,   1.000
  600, 710020011,    1,  100,   15,    15.0,   1.000
  600, 620100331,    1,   41,   12,    12.0,   1.000
  600, 610040051,    1,   49,    9,     8.9,   0.986
  600, 920830071,    1,  108,    7,     7.0,   1.000
  600, 921380211,    1,   34,    7,     7.0,   0.997
  600, 910830011,    1,  152,    7,     7.0,   0.998
  600, 921110031,    1,   48,    7,     7.0,   1.000
  600, 911110011,    1,   66,    7,     7.0,   1.000
  600, 920550031,    1,   47,    7,     7.0,   1.000
  600, 921010071,    1,   34,    7,     7.0,   1.000
  600, 910800011,    1,   71,    7,     7.0,   1.000
  600, 920710051,    1,   66,    7,     7.0,   1.000
  600, 920710031,    1,   66,    7,     7.0,   1.000
  600, 911220011,    1,   43,    7,     7.0,   1.000
  600, 910710011,    1,   61,    7,     7.0,   1.000
  600, 920830051,    1,   71,    7,     7.0,   1.000
  600, 910830031,    1,   70,    7,     7.0,   1.000
  600, 910700011,    1,   65,    7,     7.0,   0.999
  600, 910640011,    1,   94,    7,     7.0,   1.000
  600, 921260051,    1,   43,    7,     7.0,   1.000
  600, 921740071,    1,    6,    7,     7.0,   1.000
  600, 912000011,    1,   40,    7,     7.0,   0.999
  600, 922000031,    1,   39,    7,     7.0,   1.000
  600, 921000051,    1,    6,    7,     7.0,   1.000
  600, 911000031,    1,   97,    7,     7.0,   0.998
  600, 920180051,    1,   40,    7,     7.0,   1.000
  600, 920300031,    1,   39,    9,     9.0,   1.000
  600, 920930031,    1,   19,    7,     7.0,   1.000
  600, 920630051,    1,   71,    7,     7.0,   1.000
  600, 920180031,    1,   95,    7,     7.0,   1.000
  600, 921930031,    1,   56,    7,     7.0,   1.000
  600, 910630011,    1,   72,    7,     7.0,   1.000
  600, 920530031,    1,   36,    7,     7.0,   1.000
  600, 920630031,    1,   71,    7,     7.0,   1.000
  600, 921840031,    1,   19,    7,     7.0,   1.000
  600, 620060011,    1,   74,   12,    12.0,   1.000
  600, 911640011,    1,   78,   12,    12.0,   1.000
  600, 410020231,    1,   27,    9,     8.2,   0.913
  600, 921640011,    1,   78,   12,    12.0,   1.000
  600, 620140011,    1,   29,   12,    12.0,   1.000
  600, 910210311,    1,   72,   12,    11.8,   0.986
  600, 610140151,    1,   68,   12,    11.9,   0.991
  600, 911200031,    1,   85,   12,    11.9,   0.988
  600, 310030031,    1,   56,   15,    14.6,   0.973
  600, 920750071,    1,  137,    7,     7.0,   1.000
  600, 910210451,    1,   50,   12,    12.0,   1.000
  600, 320020371,    1,  110,   12,    12.0,   1.000
  600, 921320151,    1,   79,    7,     7.0,   1.000
  600, 310020351,    1,   60,   12,    11.9,   0.990
  600, 920420071,    1,   24,   12,    12.0,   1.000
  600, 911560011,    1,  129,    7,     6.9,   0.988
  600, 610040011,    1,  114,   12,    11.7,   0.979
  600, 920660031,    1,   63,   12,    12.0,   1.000
  600, 920060031,    1,   80,    7,     7.0,   1.000
  600, 921480031,    1,  150,    7,     7.0,   1.000
  600, 911480011,    1,   89,    7,     7.0,   0.999
  600, 910520011,    1,   59,    7,     7.0,   0.995
  600, 910280051,    1,   48,    7,     7.0,   1.000
  600, 910210331,    1,   53,   12,    11.9,   0.989
  600, 910610011,    1,   31,    7,     7.0,   0.998
  600, 610140171,    1,   92,   12,    11.9,   0.992
  600, 620140191,    1,  115,   12,    12.0,   1.000
  600, 910620091,    1,   72,    7,     7.0,   0.998
  600, 620140291,    1,  155,   12,    12.0,   1.000
  600, 921940011,    1,   88,    7,     7.0,   1.000
  600, 911800071,    1,  159,   12,    11.9,   0.993
  600, 310030131,    1,   25,   15,    15.0,   1.000
  600, 921800091,    1,  325,   12,    12.0,   1.000
  600, 610040031,    1,   15,    9,     8.9,   0.984
  600, 620040051,    1,   49,    9,     9.0,   1.000
  600, 910100031,    1,   54,    7,     7.0,   1.000
  600, 420010051,    1,   64,   12,    12.0,   1.000
  600, 920100051,    1,   78,    7,     7.0,   1.000
  600, 410010031,    1,   94,    9,     8.7,   0.966
  600, 310030051,    1,   57,   15,    14.8,   0.986
  600, 920210531,    1,   76,    7,     7.0,   1.000
  600, 920750031,    1,   99,    7,     7.0,   1.000
  600, 910210511,    1,   29,    7,     7.0,   1.000
  600, 920170031,    1,   66,    7,     7.0,   0.995
  600, 910360011,    1,   54,    7,     7.0,   0.996
  600, 920360031,    1,   50,    7,     7.0,   1.000
  600, 921150051,    1,  123,    7,     7.0,   1.000
  600, 921320051,    1,   19,    7,     7.0,   1.000
  600, 920020031,    1,  106,    7,     7.0,   1.000
  600, 911320091,    1,   84,    7,     6.9,   0.992
  600, 921320111,    1,   85,    7,     7.0,   1.000
  600, 921150031,    1,   22,    7,     7.0,   1.000
  600, 921880031,    1,   36,    7,     7.0,   1.000
  600, 910100011,    1,   33,    7,     7.0,   1.000
  600, 920720071,    1,   29,    7,     7.0,   1.000
  600, 911910011,    1,   60,    7,     7.0,   1.000
  600, 920720051,    1,   47,    7,     7.0,   1.000
  600, 910510011,    1,   55,    7,     7.0,   1.000
  600, 620100151,    1,   44,   12,    12.0,   0.999
  600, 410050241,    1,   69,   18,    17.9,   0.994
  600, 910290011,    1,   67,    7,     7.0,   1.000
  600, 410050201,    1,  111,   18,    17.8,   0.988
  600, 920290031,    1,   54,    7,     7.0,   1.000
  600, 410050221,    1,  119,   18,    17.9,   0.994
  600, 910960151,    1,   69,    7,     7.0,   0.996
  600, 310010191,    1,  124,    9,     9.0,   1.000
  600, 911780011,    1,   51,    9,     9.0,   1.000
  600, 911650011,    1,  156,    7,     7.0,   0.999
  600, 610100191,    1,    3,   12,    11.8,   0.985
  600, 610100031,    1,  310,   12,    12.0,   0.999
  600, 420050321,    1,  221,   15,    15.0,   1.000
  600, 410050261,    1,   84,   15,    15.0,   1.000
  600, 910070011,    1,   23,    9,     9.0,   1.000
  600, 911310011,    1,   76,    7,     7.0,   1.000
  600, 910950011,    1,   75,    7,     7.0,   0.998
  600, 920950031,    1,   68,    7,     7.0,   1.000
  600, 320020291,    1,   63,    9,     9.0,   1.000
  600, 610140211,    1,   57,    9,     8.5,   0.944
  600, 620140231,    1,  127,   12,    12.0,   1.000
  600, 610110071,    1,  103,   12,     9.8,   0.815
  600, 620110091,    1,  127,   12,    12.0,   1.000
  600, 910210231,    1,   54,    9,     7.5,   0.833
  600, 910500011,    1,  130,    9,     9.0,   1.000
  600, 610080111,    1,  102,   12,    12.0,   1.000
  600, 920470151,    1,  130,   12,    12.0,   0.996
  600, 910130011,    1,  207,   12,    11.9,   0.994
  600, 920130031,    1,   58,    7,     7.0,   1.000
  600, 620030011,    1,  155,   15,    15.0,   0.997
  600, 710020061,    1,  113,   15,    14.9,   0.990
  600, 420040091,    1,   46,   15,    15.0,   1.000
  600, 320020171,    1,   40,   12,    12.0,   1.000
  600, 410050141,    1,  357,   18,    17.5,   0.973
  600, 420040011,    1,   30,   15,    15.0,   1.000
  600, 610080071,    1,   32,   12,    11.8,   0.983
  600, 620080031,    1,    7,    9,     9.0,   1.000
  600, 921830051,    1,   11,    7,     7.0,   1.000
  600, 911510011,    1,   36,    7,     6.9,   0.986
  600, 921510031,    1,   31,    7,     7.0,   1.000
  600, 921420171,    1,   10,    7,     7.0,   1.000
  600, 911510031,    1,   31,    7,     6.9,   0.992
  600, 921830031,    1,    7,    7,     7.0,   1.000
  600, 911610051,    1,    8,    7,     6.9,   0.986
  600, 920470031,    1,   13,    9,     9.0,   1.000
  600, 911020091,    1,   72,    9,     8.9,   0.989
  600, 921770011,    1,    8,    7,     7.0,   1.000
  600, 910400031,    1,   26,    7,     6.9,   0.988
  600, 921830011,    1,   15,    7,     7.0,   1.000
  600, 910400051,    1,    8,    7,     7.0,   0.994
  600, 911720031,    1,    7,    7,     7.0,   0.998
  600, 920210051,    1,   24,    9,     9.0,   1.000
  600, 910650011,    1,   61,    9,     9.0,   1.000
  600, 910210011,    1,   13,    9,     6.2,   0.692
  600, 620150021,    1,  216,   18,    18.0,   1.000
  600, 921020051,    1,   27,    9,     9.0,   1.000
  600, 420040071,    1,   17,   15,    15.0,   1.000
  600, 920910031,    1,   19,    9,     9.0,   1.000
  600, 420040051,    1,   12,   15,    15.0,   1.000
  600, 920890011,    1,   86,    7,     7.0,   1.000
  600, 920470131,    1,   62,    9,     9.0,   1.000
  600, 410070031,    1,   48,   15,    14.8,   0.987
  600, 911920011,    1,   56,    7,     7.0,   0.995
  600, 410070091,    1,   57,   15,    14.9,   0.992
  600, 910240031,    1,   56,    9,     9.0,   1.000
  600, 410070111,    1,   35,   15,    14.9,   0.990
  600, 910210131,    1,   56,    9,     9.0,   1.000
  600, 410070131,    1,   33,   15,    14.7,   0.982
  600, 410070151,    1,   32,   15,    14.9,   0.993
  600, 921070031,    1,   60,    7,     7.0,   1.000
  600, 410070171,    1,   32,   15,    15.0,   0.999
  600, 911070011,    1,   78,    9,     8.8,   0.982
  600, 921270031,    1,   50,    7,     7.0,   1.000
  600, 410070191,    1,   29,   15,    15.0,   0.999
  600, 911270011,    1,   78,    7,     7.0,   1.000
  600, 410050011,    1,   30,   18,    18.0,   1.000
  600, 910420011,    1,   57,   12,    12.0,   1.000
  600, 410050041,    1,   92,   18,    18.0,   1.000
  600, 920420031,    1,  167,   12,    12.0,   1.000
  600, 420050161,    1,  104,   18,    18.0,   1.000
  600, 920210231,    1,   54,    9,     9.0,   0.999
  600, 410050121,    1,  106,   18,    16.6,   0.921
  600, 420050181,    1,  357,   18,    18.0,   1.000
  600, 910210211,    1,   93,    9,     9.0,   1.000
  600, 610030011,    1,  155,   15,    15.0,   1.000
  600, 620110031,    1,  127,   12,    11.6,   0.970
  600, 620030031,    1,   53,   15,    15.0,   0.997
  600, 920210211,    1,   93,    9,     7.7,   0.854
  600, 910470151,    1,  130,   12,    12.0,   1.000
  600, 610150011,    1,  216,   18,    18.0,   1.000
  600, 420050241,    1,  110,   18,    18.0,   1.000
  600, 420050221,    1,   38,   18,    18.0,   1.000
  600, 911390011,    1,   72,    7,     7.0,   1.000
  600, 410050161,    1,   90,   18,    17.6,   0.977
  600, 610110091,    1,  127,   12,    10.8,   0.897
  600, 320020111,    1,   18,   12,    11.8,   0.983
  600, 320020051,    1,   41,   12,    12.0,   0.996
  600, 911020291,    1,  103,    7,     7.0,   0.996
  600, 320020271,    1,  109,   12,    11.9,   0.995
  600, 310020251,    1,   26,   12,    11.9,   0.994
  600, 921240031,    1,   72,    7,     7.0,   1.000
  600, 911240011,    1,   59,   12,    11.9,   0.995
  600, 920470111,    1,   48,    9,     8.9,   0.992
  600, 910380051,    1,   48,    7,     7.0,   0.996
  600, 910470091,    1,   51,    9,     9.0,   0.995
  600, 920210311,    1,   72,   12,    12.0,   1.000
  600, 910230071,    1,   75,    7,     7.0,   1.000
  600, 610110051,    1,   15,   12,     7.1,   0.594
  600, 920890031,    1,   12,    9,     9.0,   1.000
  600, 910890011,    1,   86,    7,     7.0,   1.000
  600, 610020011,    1,   31,   15,    14.8,   0.985
  600, 921020271,    1,   40,    7,     7.0,   1.000
  600, 921050111,    1,   86,   12,    12.0,   1.000
  600, 911050091,    1,   90,   12,    12.0,   0.999
  600, 920850031,    1,   48,    9,     8.9,   0.993
  600, 910230091,    1,   89,    7,     7.0,   0.997
  600, 910850011,    1,   70,    9,     9.0,   1.000
  600, 920230111,    1,   90,    7,     7.0,   1.000
  600, 920620051,    1,  125,    7,     7.0,   1.000
  600, 921760031,    1,   74,    7,     7.0,   1.000
  600, 910960071,    1,   34,    9,     9.0,   1.000
  600, 911680011,    1,   62,    7,     7.0,   0.998
  600, 910880011,    1,   60,    7,     7.0,   0.998
  600, 911250011,    1,   22,    7,     7.0,   1.000
  600, 920880031,    1,   38,    7,     7.0,   1.000
  600, 920230071,    1,   75,    7,     6.9,   0.992
  600, 920120071,    1,   75,    7,     7.0,   1.000
  600, 921550011,    1,   24,    7,     7.0,   1.000
  600, 610140291,    1,  155,   12,    12.0,   0.998
  600, 610100271,    1,   64,   12,    11.9,   0.989
  600, 620100291,    1,   86,   12,    12.0,   1.000
  600, 921260011,    1,   52,    7,     7.0,   1.000
  600, 910660251,    1,   34,   12,    12.0,   1.000
  600, 610100551,    1,   47,    9,     9.0,   1.000
  600, 610100511,    1,   66,   12,    12.0,   0.999
  600, 620100371,    1,   47,   12,    12.0,   1.000
  600, 920310011,    1,   30,    7,     7.0,   1.000
  600, 610100471,    1,   54,   12,    12.0,   0.998
  600, 911280111,    1,   34,    7,     7.0,   0.999
  600, 620100471,    1,   54,   12,    12.0,   1.000
  600, 610100391,    1,   28,   12,    11.9,   0.994
  600, 620100431,    1,   95,   12,    12.0,   1.000
  600, 610100411,    1,   47,   12,    12.0,   0.997
  600, 911010071,    1,   34,    7,     7.0,   1.000
  600, 610100531,    1,    3,   12,    12.0,   1.000
  600, 620100591,    1,   62,    9,     9.0,   0.998
  600, 610100571,    1,   15,    9,     9.0,   1.000
  600, 910560011,    1,   82,    7,     7.0,   1.000
  600, 920660111,    1,   48,   12,    12.0,   1.000
  600, 620100511,    1,   66,   12,    12.0,   1.000
  600, 620100351,    1,   19,   12,    12.0,   1.000
  600, 610100331,    1,   41,   12,    11.9,   0.992
  600, 920660191,    1,    4,   12,    12.0,   1.000
  600, 920660151,    1,    7,   12,    12.0,   1.000
  600, 910660111,    1,   48,   12,    11.9,   0.990
  600, 921970091,    1,   67,    7,     7.0,   1.000
  600, 911550011,    1,   24,    7,     7.0,   0.998
  600, 910840031,    1,   47,    7,     7.0,   1.000
  600, 922010011,    1,   71,    7,     7.0,   1.000
  600, 911550071,    1,    3,    7,     7.0,   1.000
  600, 921550091,    1,   35,    7,     7.0,   1.000
  600, 910300031,    1,   39,    9,     9.0,   0.999
  600, 922010091,    1,   43,    7,     7.0,   1.000
  600, 912010071,    1,   26,    7,     7.0,   1.000
  600, 910150011,    1,   32,    7,     6.9,   0.982
  600, 920150031,    1,  153,    7,     7.0,   1.000
  600, 921990011,    1,   29,    7,     7.0,   1.000
  600, 910310031,    1,   50,    7,     7.0,   0.999
  600, 911290031,    1,    3,    7,     7.0,   1.000
  600, 912010011,    1,   71,    7,     7.0,   0.999
  600, 911930031,    1,   56,    7,     7.0,   0.997
  600, 912010031,    1,    3,    7,     7.0,   1.000
  600, 911970091,    1,   67,    7,     7.0,   1.000
  600, 911990071,    1,   33,    7,     7.0,   1.000
  600, 911990091,    1,   33,    7,     7.0,   1.000
  600, 610100591,    1,   62,    9,     9.0,   1.000
  600, 911030011,    1,   43,    7,     7.0,   1.000
  600, 920550011,    1,   67,    7,     7.0,   1.000
  600, 911280071,    1,   26,    7,     7.0,   1.000
  600, 920800011,    1,   71,    7,     7.0,   1.000
  600, 921280111,    1,   34,    7,     7.0,   1.000
  600, 922010071,    1,   26,    7,     7.0,   1.000
  600, 920930011,    1,   40,    7,     7.0,   1.000
  600, 911380211,    1,   34,    7,     7.0,   1.000
  600, 921380231,    1,   17,    7,     7.0,   0.993
  600, 921470051,    1,  120,    7,     7.0,   1.000
  600, 920580011,    1,   40,    7,     7.0,   1.000
  600, 920180011,    1,   74,    7,     7.0,   1.000
  600, 921550051,    1,   40,    7,     7.0,   1.000
  600, 911550091,    1,   35,    7,     7.0,   1.000
  600, 911550111,    1,    3,    7,     7.0,   1.000
  600, 920630011,    1,   72,    7,     7.0,   1.000
  600, 921550131,    1,   33,    7,     7.0,   1.000
  600, 910160051,    1,   36,    7,     7.0,   0.997
  600, 920740011,    1,   16,    7,     7.0,   1.000
  600, 920160071,    1,   32,    7,     7.0,   1.000
  600, 911970111,    1,   48,    7,     7.0,   1.000
  600, 921970131,    1,   17,    7,     7.0,   1.000
  600, 920410011,    1,   17,    7,     7.0,   1.000
  600, 911970031,    1,   40,    7,     7.0,   0.997
  600, 921210011,    1,  165,    7,     7.0,   1.000
  600, 921970051,    1,   26,    7,     7.0,   1.000
  600, 920560011,    1,   82,    7,     7.0,   1.000
  600, 920350111,    1,   84,    7,     7.0,   0.995
  600, 910350091,    1,   59,    7,     7.0,   0.998
  600, 410030031,    1,   89,   12,    11.6,   0.965
  600, 921290011,    1,   28,    7,     7.0,   1.000
  600, 910680031,    1,   78,    7,     7.0,   0.999
  600, 920160031,    1,   12,    7,     7.0,   1.000
  600, 910940011,    1,   49,    7,     7.0,   1.000
  600, 921260071,    1,   22,    7,     7.0,   1.000
  600, 911290011,    1,   28,    7,     7.0,   1.000
  600, 911990051,    1,   28,    7,     7.0,   1.000
